,filename,split,sentence
485,536.tif,val,"['an industrial area with some white buildings densely arranged while some roads go through', 'some roads with plants on the roadside pass through the industrial area', 'there are some road with green plants on the roadside pass through the industrial area', 'an industrial area with some white buildings densely arranged while some roads goes though', 'an industrial area with some white buildings while some roads goes through this area']"
486,537.tif,val,"['an industrial area with many white buildings arranged densely and some containers beside', 'there are some containers in the industrial area', 'an industrial area with many white buildings densely arranged', 'an industrial area with many containers and white buildings densely arranged', 'this is an industrial area with many containers and white buildings arranged densely']"
487,538.tif,val,"['an industrial area with some white buildings densely arranged while some roads go through', 'some roads with plants on the roadside pass through the industrial area', 'there are some road with green plants on the roadside pass through the industrial area', 'an industrial area with some white buildings densely arranged while some roads goes though', 'an industrial area with some white buildings while some roads goes through this area']"
488,539.tif,test,"['many white buildings arranged densely in the industrial area while some houses beside', 'this is an industrial area with many white buildings densely arranged while a residential area beside', 'an industrial area with many white buildings densely arranged while a residential area beside', 'an industrial area with a residential area beside', 'many white buildings in the industrial area while a residential area beside']"
489,54.tif,train,"['there are lots of houses densely arranged in the residential area', 'a residential area with many houses arranged neatly and devided by some roads', 'a town with many houses densely arranged and devided by some roads', 'this is a residential area with houses arranged neatly and devided by some roads', 'a residential area with houses arranged neatly']"
490,540.tif,test,"['an industrial area with many white buildings arranged densely and some containers beside', 'there are some containers in the industrial area', 'an industrial area with many white buildings densely arranged', 'an industrial area with many containers and white buildings densely arranged', 'this is an industrial area with many containers and white buildings arranged densely']"
491,541.tif,test,"['an industrial area with many white buildings densely arranged while a lawn beside', 'there is a lawn with a industrial area beside', 'many white houses arranged densely in the industrial area while a lawn beside', 'there are many white buildings arranged densely in the industrial area with a lawn beside', 'an industrial area with many white buildings densely arranged while a lawn beside']"
492,542.tif,test,"['an industrial area with many white buildings densely arranged while a lawn beside', 'there is a lawn with a industrial area beside', 'many white houses arranged densely in the industrial area while a lawn beside', 'there are many white buildings arranged densely in the industrial area with a lawn beside', 'an industrial area with many white buildings densely arranged while a lawn beside']"
493,543.tif,test,"['an industrial area with many white buildings and containers', 'there are many white buildings and containers in the industrial area', 'an industrial area with many white buildings and containers in', 'this is an industrial area with many white buildings and containers in', 'there are many white buildings and containers in the industrial area']"
494,544.tif,test,"['many white buildings arranged densely in the industrial area while some houses beside', 'this is an industrial area with many white buildings densely arranged while a residential area beside', 'an industrial area with many white buildings densely arranged while a residential area beside', 'an industrial area with a residential area beside', 'many white buildings in the industrial area while a residential area beside']"
495,545.tif,test,"['many white buildings arranged densely in the industrial area while some houses beside', 'this is an industrial area with many white buildings densely arranged while a residential area beside', 'an industrial area with many white buildings densely arranged while a residential area beside', 'an industrial area with a residential area beside', 'many white buildings in the industrial area while a residential area beside']"
496,546.tif,test,"['an industrial area with many white and grey buildings densely arranged while a lawn beside', 'there is a lawn with a industrial area beside', 'many white and grey buildings arranged densely in the industrial area while a lawn beside', 'there are many white and grey buildings arranged densely in the industrial area with a lawn beside', 'an industrial area with many white and grey buildings densely arranged while a lawn beside']"
497,547.tif,test,"['an industrial area with many white and grey buildings densely arranged while a lawn beside', 'there is a lawn with a industrial area beside', 'many white and grey buildings arranged densely in the industrial area while a lawn beside', 'there are many white and grey buildings arranged densely in the industrial area with a lawn beside', 'an industrial area with many white and grey buildings densely arranged while a lawn beside']"
498,548.tif,train,"['a runway with arrow marks with a lawn beside', 'there are some arrow marks in the runway while a lawn beside', 'a runway with many arrow marks while a lawn beside', 'this is a runway with many arrow marks with a lawn beside', 'some arrow marks in the runway while a lawn beside']"
499,549.tif,train,"['many runways with marking lines and some lawn in the middle', 'there are many white marking lines in the runway with some lawns in the middle', 'there are some white marking lines in the curving runway while some lawns in the middle', 'many curving runway with some white marking lines on', 'there are some curving runway with some white marking lines on']"
500,55.tif,train,"['there are lots of houses densely arranged in the residential area', 'a residential area with many houses arranged neatly and devided by some roads', 'a town with many houses densely arranged and devided by some roads', 'this is a residential area with houses arranged neatly and devided by some roads', 'a residential area with houses arranged neatly']"
501,550.tif,train,"['two straight runways are parallel to each other while some white marking lines on them', 'two straight runways separated by a lawn are parallel to each other', 'there is a lawn separate two straight parallel runways', 'two straight white runways with white marking lines on are parallel to each other', 'there are some white marking lines on two parallel straight runways']"
502,551.tif,train,"['two straight runways are parallel to each other while some white marking lines on them', 'two straight runways separated by a lawn are parallel to each other', 'there is a lawn separate two straight parallel runways', 'two straight white runways with white marking lines on are parallel to each other', 'there are some white marking lines on two parallel straight runways']"
503,552.tif,train,"['many runways with marking lines and some lawn in the middle', 'there are many white marking lines in the runway with some lawns in the middle', 'there are some white marking lines in the curving runway while some lawns in the middle', 'many curving runway with some white marking lines on', 'there are some curving runway with some white marking lines on']"
504,553.tif,train,"['many runways with marking lines and some lawn in the middle', 'there are many white marking lines in the runway with some lawns in the middle', 'there are some white marking lines in the curving runway while some lawns in the middle', 'many curving runway with some white marking lines on', 'there are some curving runway with some white marking lines on']"
505,554.tif,train,"['some white airplanes in the airport while some runways beside', 'some white ariplanes parked in the airport with some curving runways beside', 'some curving runways with white marking lines on it while three airplanes parked beside', 'three white airplanes are parked in the airport while some runway beside', 'there are three white airplanes parked in the airport while some runway beside']"
506,555.tif,train,"['a runway with some marking lines on it while a lawn beside', 'there are some marking lines in the runway while a lawn beside', 'a runway with many marking lines on it while a lawn beside', 'this is a runway with many marking lines on it while a lawn beside', 'some marking lines are in the runway while a lawn beside']"
507,556.tif,train,"['some white airplanes in the airport while some runways beside', 'some white ariplanes parked in the airport with some curving runways beside', 'some curving runways with white marking lines on it while two airplanes parked beside', 'two white airplanes are parked in the airport while some runway beside', 'there are two white airplanes parked in the airport while some runway beside']"
508,557.tif,train,"['this is a runway with some white marking lines on it while some buildings beside', 'a runway with many white marking lines on it while some buildings beside', 'some buildings beside the runway', 'there are some buildings beside a runway which has many marking lines on it', 'a runway with many marking lines on while some white buildings beside']"
509,558.tif,train,"['some runways with some marking lines on while a lawn beside', 'there are some marking lines in the runways while a lawn beside', 'some curving runways with many marking lines on while a lawn beside', 'there are some curved runways with many marking lines on while a lawn beside', 'some marking lines are in the runways while lawns beside']"
510,559.tif,train,"['some runways with some marking lines on while a lawn beside', 'there are some marking lines in the runways while a lawn beside', 'some curving runways with many marking lines on while a lawn beside', 'there are some curved runways with many marking lines on while a lawn beside', 'some marking lines are in the runways while lawns beside']"
511,56.tif,train,"['there are lots of houses densely arranged in the residential area', 'a residential area with many houses arranged neatly and devided by some roads', 'a town with many houses densely arranged and devided by some roads', 'this is a residential area with houses arranged neatly and devided by some roads', 'a residential area with houses arranged neatly']"
512,560.tif,train,"['some runways with some marking lines on while a lawn beside', 'there are some marking lines in the runways while a lawn beside', 'some curving runways with many marking lines on while a lawn beside', 'there are some curved runways with many marking lines on while a lawn beside', 'some marking lines are in the runways while lawns beside']"
513,561.tif,train,"['some runways with some marking lines on while a lawn beside', 'there are some marking lines in the runways while a lawn beside', 'some curving runways with many marking lines on while a lawn beside', 'there are some curved runways with many marking lines on while a lawn beside', 'some marking lines are in the runways while lawns beside']"
514,562.tif,train,"['some runways with some marking lines on while a lawn beside', 'there are some marking lines in the runways while a lawn beside', 'some curving runways with many marking lines on while a lawn beside', 'there are some curved runways with many marking lines on while a lawn beside', 'some marking lines are in the runways while lawns beside']"
515,563.tif,train,"['some runways with some marking lines on while a lawn beside', 'there are some marking lines in the runways while a lawn beside', 'some curving runways with many marking lines on while a lawn beside', 'there are some curved runways with many marking lines on while a lawn beside', 'some marking lines are in the runways while lawns beside']"
516,564.tif,train,"['a straight runway with many white marking lines goes through a lawn', 'this is a straight runway with many marking lines on goes through a lawn', 'there is a lawn beside the straight runway', 'a straight runway goes through a lawn with some marking lines on it', 'a straight runway with many white marking lines on goes through the lawn']"
517,565.tif,train,"['there are some runways with different kinds of marking lines', 'some runways with different kinds of marking lines while a lawn beside', 'there are some complex marking lines on the runways while a lawn beside', 'some complex marking lines on the runways while a lawn beside', 'some ruwnays with complex marking lines on while a lawn beside']"
518,566.tif,train,"['some highways with some cars on while a runway beside', 'there are some highways beside the runway', 'some cars on the highways while a runway beside', 'an airport with runways and lawns while some highways passed by', 'this is an airport with some runways and lawns while some highway passed by']"
519,567.tif,train,"['a runway with some marking lines on it while some lawns beside', 'there are some marking lines in the runway while some lawns beside', 'a runway with many marking lines on it while some lawns beside', 'this is a runway with many marking lines on it while some lawns beside', 'some marking lines are in the runway while some lawns beside']"
520,568.tif,train,"['a runway with some marking lines on it while some lawns beside', 'there are some marking lines in the runway while some lawns beside', 'a runway with many marking lines on it while some lawns beside', 'this is a runway with many marking lines on it while some lawns beside', 'some marking lines are in the runway while some lawns beside']"
521,569.tif,train,"['a runway with some marking lines on it while some lawns beside', 'there are some marking lines in the runway while some lawns beside', 'a runway with many marking lines on it while some lawns beside', 'this is a runway with many marking lines on it while some lawns beside', 'some marking lines are in the runway while some lawns beside']"
522,57.tif,train,"['there are lots of houses densely arranged in the residential area', 'a residential area with many houses arranged neatly and devided by some roads', 'a town with many houses densely arranged and devided by some roads', 'this is a residential area with houses arranged neatly and devided by some roads', 'a residential area with houses arranged neatly']"
523,570.tif,train,"['a runway with some marking lines on it while some lawns beside', 'there are some marking lines in the runway while some lawns beside', 'a runway with many marking lines on it while some lawns beside', 'this is a runway with many marking lines on it while some lawns beside', 'some marking lines are in the runway while some lawns beside']"
524,571.tif,train,"['a straight runway with some marking lines on it while a lawn beside', 'there are some marking lines on the straight runway while a lawn beside', 'a straight runway with many marking lines on it while a lawn beside', 'this is a straight runway with many marking lines on it while a lawn beside', 'some marking lines are on the straight runway while a lawn beside']"
525,572.tif,train,"['many cars parked neatly in the parking lot while a runway passed by', 'there is a big parking lot beside the runway', 'lots of cars parked neatly in the parking lot while a runway beside', 'there are many cars parked neatly in the parking lot while a runway passed by', 'this is a runway with many cars parked in the parking lot beside']"
526,573.tif,train,"['some highways with some cars on while a river beside', 'there are many runways in the airport while a river passed by', 'a river with deep green waters beside a some runways', 'an airport with runways and lawns while a river passed by', 'this is an airport with some runways and lawns while a river passed by']"
527,574.tif,train,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
528,575.tif,train,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
529,576.tif,train,"['a straight runway with some marking lines on it while a lawn beside', 'there are some marking lines on the straight runway while a lawn beside', 'a straight runway with many marking lines on it while a lawn beside', 'this is a straight runway with many marking lines on it while a lawn beside', 'some marking lines are on the straight runway while a lawn beside']"
530,577.tif,train,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
531,578.tif,train,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
532,579.tif,train,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
533,58.tif,train,"['there are lots of houses densely arranged in the residential area', 'a residential area with many houses arranged neatly and devided by some roads', 'a town with many houses densely arranged and devided by some roads', 'this is a residential area with houses arranged neatly and devided by some roads', 'a residential area with houses arranged neatly']"
534,580.tif,train,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
535,581.tif,train,"['some runways with white marking lines on are intersected to each other', 'there are some runways intersected to each other with some lawns beside', 'some runways are intersected to each other in the airport', 'many runways are intersected to each other while some lawns beside', 'there are some runways with white marking lines are intersected in the airport']"
536,582.tif,train,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
537,583.tif,train,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
538,584.tif,train,"['two straight runways are parallel to each other while some white marking lines on them', 'two straight runways separated by a lawn are parallel to each other', 'there is a lawn separate two straight parallel runways', 'two straight white runways with white marking lines on are parallel to each other', 'there are some white marking lines on two parallel straight runways']"
539,585.tif,train,"['two straight runways are parallel to each other while some white marking lines on them', 'two straight runways separated by a lawn are parallel to each other', 'there is a lawn separate two straight parallel runways', 'two straight white runways with white marking lines on are parallel to each other', 'there are some white marking lines on two parallel straight runways']"
540,586.tif,train,"['two straight runways are parallel to each other while some white marking lines on them', 'two straight runways separated by a lawn are parallel to each other', 'there is a lawn separate two straight parallel runways', 'two straight white runways with white marking lines on are parallel to each other', 'there are some white marking lines on two parallel straight runways']"
541,587.tif,train,"['some runways with white marking lines on are intersected to each other', 'there are some runways intersected to each other with some lawns beside', 'some runways are intersected to each other in the airport', 'many runways are intersected to each other while some lawns beside', 'there are some runways with white marking lines are intersected in the airport']"
542,588.tif,train,"['some runways with white marking lines on are intersected to each other', 'there are some runways intersected to each other with some lawns beside', 'some runways are intersected to each other in the airport', 'many runways are intersected to each other while some lawns beside', 'there are some runways with white marking lines are intersected in the airport']"
543,589.tif,train,"['some runways with white marking lines on are intersected to each other', 'there are some runways intersected to each other with some lawns beside', 'some runways are intersected to each other in the airport', 'many runways are intersected to each other while some lawns beside', 'there are some runways with white marking lines are intersected in the airport']"
544,59.tif,train,"['lots of houses with different colors of roofs arrange densely', 'a residential area with houses arranged neatly and some roads go through this area', 'there are many houses arranged densely and a railway beside', 'a residential area with houses densely arranged and a railway beside', 'a residential area with houses arranged neatly with a railway beside']"
545,590.tif,train,"['two straight runways with white mark lines on while a river beside', 'a river with deep green water are beside two runways', 'there are two runways with white mark lines on while a river beside', 'there is a river beside two runways', 'two straight runways with white mark lines on while a river beside']"
546,591.tif,train,"['some runways with white mark lines on while a river beside', 'a river with deep green water are beside some runways', 'there are some runways with white mark lines on while a river beside', 'there is a river beside some runways', 'some straight runways with white mark lines on while a river beside']"
547,592.tif,train,"['a straight runway with white mark lines and numbers on while a river beside', 'a river with deep green water are beside a runway', 'there is a straight runway with white mark lines and numbers on while a river beside', 'there is a river beside a straight runway', 'a straight runway with white mark lines and numbers on while a river beside']"
548,593.tif,train,"['some runways with white mark lines on while a river beside', 'a river with deep green water are beside some runways', 'there are some runways with white mark lines on while a river beside', 'there is a river beside some runways', 'some straight runways with white mark lines on while a river beside']"
549,594.tif,train,"['a straight runway with some mark lines on it while some lawns beside', 'there are some marking lines on the straight runway while some lawns beside', 'a straight runway with many marking lines on it while some lawns beside', 'this is a straight runway with many marking lines on it while some lawns beside', 'some marking lines are on the straight runway while some lawns beside']"
550,595.tif,train,"['some runways with white marking lines on are intersected to each other', 'there are some runways intersected to each other with some lawns beside', 'some runways are intersected to each other in the airport', 'many runways are intersected to each other while some lawns beside', 'there are some runways with white marking lines are intersected in the airport']"
551,596.tif,train,"['a straight runway with some mark lines on it while some lawns beside', 'there are some marking lines on the straight runway while some lawns beside', 'a straight runway with many mark lines on it while some lawns beside', 'this is a straight runway with many mark lines on it while some lawns beside', 'some mark lines are on the straight runway while some lawns beside']"
552,597.tif,train,"['two straight runways are parallel to each other while a red airplane on the wide runway', 'two straight runways separated by a lawn are parallel to each other', 'there is a red airplane on the straight runway', 'two straight white runways with a red airplane on the wide one are parallel to each other', 'there are some white marking lines on two parallel straight runways while a red airplane on the wide runway']"
553,598.tif,train,"['a straight runway with some mark lines on it while some lawns beside', 'there are some marking lines on the straight runway while some lawns beside', 'a straight runway with many mark lines on it while some lawns beside', 'this is a straight runway with many mark lines on it while some lawns beside', 'some mark lines are on the straight runway while some lawns beside']"
554,599.tif,train,"['a straight runway with some mark lines on it while some lawns beside', 'there are some marking lines on the straight runway while some lawns beside', 'a straight runway with many mark lines on it while some lawns beside', 'this is a straight runway with many mark lines on it while some lawns beside', 'some mark lines are on the straight runway while some lawns beside']"
555,6.tif,train,"['lots of houses with red and orange roofs arranged neatly and a crossroads in the middle', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged in lines while a crossroads in the middle', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses arranged neatly while a crossroads in the middle']"
556,60.tif,train,"['this is a residential area with houses densely arranged', 'a residential area with houses arranged neatly and some roads go through this area', 'this is a town with many houses arranged in lines and some road go through', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged']"
557,600.tif,train,"['two straight runways are parallel to each other while some white marking lines on them', 'two straight runways separated by a lawn are parallel to each other', 'there is a lawn separate two straight parallel runways', 'two straight white runways with white marking lines on are parallel to each other', 'there are some white marking lines on two parallel straight runways']"
558,601.tif,train,"['a narrow runway with white mark lines on while a river beside', 'a river with deep green water are beside a narrow runway', 'there is a narrow runway with white mark lines on while a river beside', 'there is a river beside a narrow runway', 'a narrow runway with white mark lines and numbers on while a river beside']"
559,602.tif,val,"['a straight runway with white mark lines and numbers on while a river beside', 'a river with deep green water are beside a runway', 'there is a straight runway with white mark lines and numbers on while a river beside', 'there is a river beside a straight runway', 'a straight runway with white mark lines and numbers on while a river beside']"
560,603.tif,val,"['a straight runway with white mark lines and numbers on while a river beside', 'a river with deep green water are beside a runway', 'there is a straight runway with white mark lines and numbers on while a river beside', 'there is a river beside a straight runway', 'a straight runway with white mark lines and numbers on while a river beside']"
561,604.tif,val,"['there is a wide runway with some mark lines on while a lawn beside', 'a wide straight runway with white mark lines on while a lawn beside', 'there are some white mark lines on the runway while a lawn beside', 'some white mark lines on the runway while a lawn beside', 'a wide straight runway with white marking lines on while a lawn beside']"
562,605.tif,val,"['a narrow runway with white mark lines on while a river beside', 'a river with deep green water are beside a narrow runway', 'there is a narrow runway with white mark lines on while a river beside', 'there is a river beside a narrow runway', 'a narrow runway with white mark lines and numbers on while a river beside']"
563,606.tif,val,"['a wide runway with white mark lines on while a river beside', 'a river with deep green water are beside a wide runway', 'there is a wide runway with white mark lines on while a river beside', 'there is a river beside a wide runway', 'a wide runway with white mark lines and numbers on while a river beside']"
564,607.tif,val,"['a straight runway with some white mark lines and arrows on', 'there are some white mark lines and arrows on the straight runway', 'a straight runway with some mark lines and arrows on while some lawns beside', 'there are some lawns beside the wid straight runway', 'a straight runway with some white mark lines and arrows while some lawns beside']"
565,608.tif,test,"['a narrow runway with ssome lawns beside', 'a rectangular runway goes through the lawn', 'there is a narrow rectangular runway going through the lawn', 'a rectangular runway goes through the lawn', 'a narrow rectangular runway goes through the lawn']"
566,609.tif,test,"['a wide runway with white mark lines on while a river beside', 'a river with deep green water are beside a wide runway', 'there is a wide runway with white mark lines on while a river beside', 'there is a river beside a wide runway', 'a wide runway with white mark lines and numbers on while a river beside']"
567,61.tif,train,"['this is a residential area with houses densely arranged', 'a residential area with houses arranged neatly and some roads go through this area', 'this is a town with many houses arranged in lines and some road go through', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged']"
568,610.tif,test,"['a narrow runway on the river bank', 'there is a narrow curved runway on the river bank', 'a narrow curved runway are on the river bank', 'there is a narrow runway on the river bank while a lawn beside', 'a narrow runway goes through a lawn with a river beside']"
569,611.tif,test,"['a narrow runway on the river bank', 'there is a narrow curved runway on the river bank', 'a narrow curved runway are on the river bank', 'there is a narrow runway on the river bank while a lawn beside', 'a narrow runway goes through a lawn with a river beside']"
570,612.tif,test,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
571,613.tif,test,"['some curving runways with some marking lines on it while some lawns beside', 'there are some marking lines on the runways while some lawns beside', 'some curved ruwnays with many marking lines on it while some lawns beside', 'there are some curved runways with many marking lines on it while some lawns beside', 'some marking lines are on the runways while some lawns beside']"
572,62.tif,train,"['this is a residential area with houses densely arranged', 'a residential area with houses arranged neatly and some roads go through this area', 'this is a town with many houses arranged in lines and some road go through', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged']"
573,63.tif,train,"['lots of houses with red and orange roofs arranged densely', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged densely and a high way beside', 'a residential area with houses arranged neatly while a highway beside this area', 'a residential area with houses densely arranged and a highway beside']"
574,64.tif,train,"['lots of houses with red and orange roofs arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses densely arranged and some crossroads in the middle', 'a residential area with houses arranged in lines and some crossroads in the middle', 'this is a residential area with houses densely arranged with some crossroads in the middle']"
575,65.tif,train,"['lots of houses with red and orange roofs arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses densely arranged and some crossroads in the middle', 'a residential area with houses arranged in lines and some crossroads in the middle', 'this is a residential area with houses densely arranged with some crossroads in the middle']"
576,66.tif,train,"['lots of houses with red and orange roofs arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses densely arranged and some crossroads in the middle', 'a residential area with houses arranged in lines and some crossroads in the middle', 'this is a residential area with houses densely arranged with some crossroads in the middle']"
577,67.tif,train,"['lots of houses with red and orange roofs arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged in lines and a piece of lawn beside', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged and a lawn beside']"
578,68.tif,train,"['there are many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'lots of houses are densely arranged and divided by some roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged and divided by some roads']"
579,69.tif,train,"['there are many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'lots of houses are densely arranged and divided by some roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged and divided by some roads']"
580,7.tif,train,"['lots of houses with red and orange roofs arranged neatly and a crossroads in the middle', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged in lines while a crossroads in the middle', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses arranged neatly while a crossroads in the middle']"
581,70.tif,train,"['many houses arranged neatly in this area with a railway beside', 'a residential area with houses arranged neatly and some roads go through this area', 'a railway passed by the residential area', 'a residential area with houses arranged neatly and a railway passed by this area', 'a residential area with houses densely arranged and a railway passed by this area']"
582,71.tif,train,"['lots of houses with red and orange roofs are densely arranged', 'a residential area with houses arranged neatly and some roads go through this area', 'many houses arranged densely while some roads go through this area', 'there is a residential area with houses arranged neatly while a lwan beside', 'a residential area with houses densely arranged with a lawn beside']"
583,72.tif,train,"['lots of houses with red and orange roofs arranged densely', 'a residential area with houses arranged neatly and some roads go through this area', 'a wide highway passed by a residential area', 'a residential area with houses arranged neatly and a highway passed by', 'a residential area with houses arranged neatly while a wide highway passed by']"
584,73.tif,train,"['there are lots of houses with different colours of roofs arranged densely', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses are densely arranged and divided by some roads', 'a residential area with houses arranged neatly and divided by some roads', 'a residential area with houses neatly arranged']"
585,74.tif,train,"['there are lots of houses with different colours of roofs arranged densely', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses are densely arranged and divided by some roads', 'a residential area with houses arranged neatly and divided by some roads', 'a residential area with houses neatly arranged']"
586,75.tif,train,"['lots of houses with red and orange roofs arranged in lines', 'a residential area with houses arranged very neatly and some roads go through this area', 'a town with many houses arranged in lines', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses arranged in lines']"
587,76.tif,train,"['many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'there are lots of houses densely arranged in the residential area', 'this is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with many houses arranged neatly and divided by some roads']"
588,77.tif,train,"['many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'there are lots of houses densely arranged in the residential area', 'this is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with many houses arranged neatly and divided by some roads']"
589,78.tif,train,"['many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'there are lots of houses densely arranged in the residential area', 'this is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with many houses arranged neatly and divided by some roads']"
590,79.tif,train,"['many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'there are lots of houses densely arranged in the residential area', 'this is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with many houses arranged neatly and divided by some roads']"
591,8.tif,train,"['lots of houses with red and orange roofs arranged very neatly', 'a residential area with houses arranged in lines and some roads go through this area', 'a town with many houses arranged in lines while some roads go through this area', 'a residential area with houses arranged very neatly while many plants on the roadside', 'a residential area with houses arranged in lines with some roads beside']"
592,80.tif,train,"['many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'there are lots of houses densely arranged in the residential area', 'this is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with many houses arranged neatly and divided by some roads']"
593,81.tif,train,"['many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'there are lots of houses densely arranged in the residential area', 'this is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with many houses arranged neatly and divided by some roads']"
594,82.tif,train,"['many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'there are lots of houses densely arranged in the residential area', 'this is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with many houses arranged neatly and divided by some roads']"
595,83.tif,train,"['many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly and some roads go through this area', 'there are lots of houses densely arranged in the residential area', 'this is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with many houses arranged neatly and divided by some roads']"
596,84.tif,train,"['many houses arranged neatly and a wide highway beside', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged in lines while a wide highway passed by', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses neatly arranged and a wide highway passed by']"
597,85.tif,train,"['lots of houses with red and orange roofs arranged in lines', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged and some crossroads in the middle']"
598,86.tif,train,"['lots of houses with red and orange roofs arranged in lines', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged neatly and divided by some roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged and some crossroads in the middle']"
599,87.tif,train,"['lots of houses with different colors of roofs arranged in lines', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged densely and separated by some roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses arranged densely']"
600,88.tif,train,"['lots of houses with different colors of roofs arranged in lines', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged densely and separated by some roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses arranged densely']"
